0;1557547
0;241793
0;213100
0;202267
0;225666
0;203006
0;200542
0;196044
0;195574
0;199396
0;194317
0;194054
0;198017
0;196262
0;196774
0;194870
0;193696
0;194767
0;194835
0;200342
0;196810
0;196532
0;195795
0;195254
0;201085
0;198277
0;193708
0;195584
0;194325
0;199253
0;196184
0;194225
0;196879
0;194921
0;200711
0;194480
0;195074
0;192305
0;192892
0;196393
0;195424
0;194429
0;196824
0;196113
0;193593
0;198471
0;197774
0;197024
0;195938
0;191245
0;196432
0;193777
0;194504
0;195930
0;196331
0;199243
0;194222
0;193293
0;198440
0;204417
0;196109
0;195055
0;193287
0;195974
0;196137
0;196050
0;197570
0;197070
0;195031
0;196607
0;194843
0;191589
0;194759
0;192208
0;192658
0;197583
0;195749
0;229146
0;204200
0;195025
0;197181
0;197062
0;194597
0;193387
0;196581
0;196585
0;194216
0;198813
0;197778
0;197945
0;196697
0;193907
0;192723
0;194304
0;195498
0;195881
0;192139
0;196639
0;194852
0;194948
0;194515
0;197550
0;193768
0;195017
0;195910
0;198067
0;195405
0;194749
0;194454
0;194628
0;193758
0;206222
0;197713
0;198007
0;197633
0;199328
0;203586
0;193174
0;198420
0;196837
0;193794
0;198577
0;196086
0;193303
0;193969
0;192648
0;197633
0;676548
0;232805
0;204058
0;201846
0;198369
0;193072
0;199306
0;194900
0;196355
0;195399
0;195164
0;199446
0;194085
0;195492
0;194241
0;195913
0;205103
0;194047
0;198652
0;194207
0;193456
0;196007
0;196252
0;196027
0;194113
0;195595
0;195192
0;196890
0;195165
0;195696
0;197645
0;197544
0;197561
0;197054
0;195133
0;198369
0;196648
0;196668
0;196762
0;197033
0;192886
0;196577
0;200307
0;199072
0;196575
0;195675
0;194096
0;199589
0;197253
0;196843
0;218383
0;203355
0;201743
0;197524
0;193998
0;196546
0;195604
0;194737
0;198917
0;193555
0;194261
0;194474
0;197023
0;192495
0;196314
0;194978
0;193058
0;193762
0;194234
0;195735
0;194878
0;195403
0;194137
0;193879
0;192501
0;193215
0;202057
0;200210
0;194967
0;193725
0;192878
0;195431
0;194697
0;196493
0;195554
0;192034
0;193806
0;198418
0;195939
0;194933
0;196753
0;192610
0;195689
0;195444
0;194148
0;195244
0;191749
0;196823
0;197147
0;197743
0;218453
0;199692
0;202049
0;197681
0;197425
0;197807
0;199690
0;198282
0;196338
0;193123
0;197851
0;194461
0;191296
0;197174
0;196652
0;194847
0;195071
0;193800
0;196257
0;192675
0;194215
0;194140
0;195661
0;198631
0;195805
0;197686
0;194214
0;194905
0;196965
0;195360
0;193543
0;191221
0;194399
0;208739
0;195027
0;190360
0;196518
0;197269
0;195814
0;193391
0;193762
0;195712
0;192570
0;195434
0;195921
0;197790
0;194891
0;194569
0;195721
0;194847
0;221088
0;196046
0;195219
0;195666
0;194780
0;195286
0;194372
0;193071
0;198122
0;197423
0;196629
0;197814
0;196643
0;198491
0;196031
0;199335
0;198297
0;194825
0;194529
0;194071
0;196881
0;194853
0;193528
0;191107
0;195482
0;190163
0;194030
0;192809
0;193742
0;192238
0;192669
0;191344
0;190316
0;190159
0;194025
0;193414
0;193199
0;193063
0;192544
0;194217
0;191330
0;194445
0;193293
0;192511
0;193601
0;193866
0;192374
0;190828
0;192389
0;193721
0;216487
0;196129
0;193318
0;193818
0;190731
0;189383
0;191282
0;191403
0;189703
0;192095
0;194612
0;191448
0;190847
0;190496
0;195861
0;195825
0;192111
0;192005
0;190539
0;193492
0;196308
0;192447
0;190123
0;193208
0;192702
0;191113
0;195199
0;190523
0;191985
0;192904
0;191821
0;193058
0;194655
0;192977
0;190645
0;192973
0;194353
0;188981
0;193519
0;204959
0;193568
0;194393
0;194989
0;189613
0;194477
0;190457
0;190993
0;191322
0;192823
0;193315
0;213603
0;198852
0;192230
0;191626
0;193548
0;191198
0;193905
0;189516
0;192497
0;189419
0;189878
0;195995
0;192746
0;191411
0;193941
0;190461
0;193809
0;191659
0;190782
0;190894
0;190120
0;188889
0;193458
0;194073
0;194206
0;191897
0;193129
0;194275
0;192639
0;191795
0;189402
0;194491
0;195516
0;191528
0;193171
0;190414
0;193602
0;191910
0;188632
0;188696
0;192183
0;192374
0;192837
0;191882
0;190844
0;192861
0;189269
0;192044
0;192595
0;190179
0;211965
0;191865
0;193660
0;190866
0;189551
0;188835
0;190730
0;191382
0;193821
0;192308
0;192894
0;191348
0;191399
0;193354
0;191040
0;190111
0;191178
0;189368
0;193817
0;193820
0;192812
0;190509
0;192291
0;194166
0;192380
0;192244
0;191684
0;189232
0;188478
0;190267
0;190567
0;191892
0;193654
0;194099
0;192587
0;194479
0;194650
0;195098
0;189770
0;194917
0;192958
0;191421
0;193053
0;189714
0;199086
0;188959
0;192004
0;193684
0;191435
0;190866
0;212055
0;192697
0;189186
0;189362
0;192289
0;193619
0;190539
0;194408
0;190594
0;191822
0;193584
0;191247
0;188801
0;191111
0;190870
0;192615
0;187924
0;193731
0;190795
0;189545
0;194136
0;192948
0;192166
0;189952
0;189604
0;193008
0;190595
0;194787
0;198428
0;194670
0;200840
0;201534
0;198396
0;200810
0;195384
0;198672
0;195782
0;199806
0;198482
0;197496
0;200673
0;204119
0;202990
0;199571
0;210132
0;208637
0;201442
0;199691
0;205607
0;212125
0;260065
0;209566
0;207475
0;210652
0;203864
0;216889
0;207977
0;206314
0;206643
0;204366
0;249016
0;205198
0;206051
0;213344
0;207296
0;206349
0;250510
0;222986
0;225511
0;230526
0;216961
0;217496
0;220181
0;223391
0;219518
0;216209
0;221625
0;222725
0;226441
0;219665
0;213313
0;221300
0;227109
0;211275
0;222122
0;213855
0;220654
0;220006
0;219708
0;209473
0;219084
0;231075
0;225890
0;224009
0;224438
0;224460
0;230664
0;224934
0;227386
0;224449
0;255737
0;230785
0;225812
0;222594
0;226502
0;222954
0;224060
0;227416
0;224727
0;229629
0;225667
0;227194
0;225954
0;229688
0;227713
0;224574
0;227066
0;223022
0;218937
0;209530
0;222667
0;223053
0;228930
0;224642
0;224761
0;225993
0;228166
0;226566
0;225525
0;222984
0;223813
0;228409
0;224704
0;222813
0;226948
0;225069
0;223469
0;226180
0;224984
0;223920
0;229576
0;226662
0;227488
0;226666
0;227965
0;231219
0;227433
0;228976
0;231256
0;225723
0;252317
0;228288
0;227047
0;230838
0;225684
0;226868
0;227313
0;228954
0;227511
0;226235
0;228786
0;231891
0;223667
0;227339
0;224415
0;224599
0;231888
0;228891
0;225900
0;225784
0;230299
0;225874
0;227644
0;228925
0;227754
0;228659
0;228171
0;231111
0;225666
0;223754
0;225966
0;228467
0;226561
0;230412
0;226529
0;227125
0;229255
0;224652
0;228474
0;228319
0;224258
0;228302
0;232932
0;227283
0;227702
0;228069
0;229849
0;226905
0;227367
0;227691
0;251566
0;223300
0;235197
0;210300
0;208782
0;240371
0;209104
0;229396
0;207066
0;214473
0;213773
0;220218
0;228550
0;229763
0;229889
0;231264
0;215655
0;228987
0;225538
0;237199
0;225100
0;228019
0;229814
0;230988
0;224503
0;225983
0;226325
0;227671
0;225743
0;223563
0;229699
0;229696
0;227047
0;219695
0;217666
0;220979
0;229746
0;224326
0;226151
0;223912
0;226605
0;230592
0;222306
0;220973
0;222070
0;225329
0;220957
0;221917
0;226069
0;222699
0;246029
0;224017
0;212730
0;217285
0;220493
0;219028
0;218811
0;219024
0;219916
0;225340
0;211335
0;225898
0;221474
0;218542
0;219487
0;213035
0;203494
0;210026
0;225213
0;206474
0;214769
0;217816
0;220095
0;222199
0;220627
0;218534
0;214960
0;223339
0;213668
0;219083
0;216441
0;216965
0;226910
0;223840
0;221538
0;222568
0;226121
0;218674
0;215443
0;216705
0;213171
0;221554
0;222973
0;223822
0;221824
0;214711
0;217814
0;225028
0;211030
0;222255
0;246361
0;216596
0;218651
0;220554
0;225314
0;217149
0;218795
0;215122
0;219598
0;220407
0;220777
0;219937
0;217571
0;221996
0;214133
0;216846
0;218573
0;217507
0;216720
0;217808
0;213354
0;214578
0;222772
0;214464
0;216241
0;220109
0;218710
0;219383
0;224289
0;219957
0;224183
0;221960
0;221871
0;219857
0;219839
0;220363
0;220567
0;223256
0;212765
0;223432
0;223931
0;221247
0;222873
0;216613
